respondent_id,response_text,human_code_label,human_code,notes,llm_code_label,confidence,llm_code,gender,gender_label,race,race_label,marital_status,marital_status_label,income,income_label,education,education_label,occupation_status,occupation_status_label,age,party_id,party_id_label
141145,"miss information on social media, lies about the economy. The upcoming administration.",,,,Politics/Democracy,High,3,1,man,1,"white, non-hispanic",1,married,-9,refused,4,bachelor's degree,5,retired,76,1,strong democrat
141146,"Trump - he's a sexist, racist, misogynist, homophobic, ignorant man",,,,Politics/Democracy,High,3,2,woman,2,"black, non-hispanic",1,married,4,"$60,000-$99,999",5,graduate degree,1,working now,70,1,strong democrat
141147,"Inflation, immigration, politics",,,,Economy,High,1,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",5,graduate degree,5,retired,62,6,not very strong republican
141148,Guns in the Wrong Hands. Border security ,,,,Crime,High,5,1,man,3,hispanic,5,never married,3,"$30,000-$59,999",2,high school,6,permanently disabled,32,1,strong democrat
141150,"Crime, immigration, inflation",,,,Unclear,Low,10,1,man,2,"black, non-hispanic",1,married,5,"$100,000-$249,999",3,some college,1,working now,54,2,not very strong democrat
141152,the pro-trump conservative supreme court,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,6,"$250,000 or more",4,bachelor's degree,1,working now,57,2,not very strong democrat
141153,"Economic, Women's rights we are going backwards ",,,,Economy,Medium,1,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",4,bachelor's degree,5,retired,80,1,strong democrat
141154,immigration.   influx of illegal immigrants ,,,,Unclear,Low,10,3,nonbinary,2,"black, non-hispanic",2,widowed,2,"$10,000-$29,999",3,some college,5,retired,68,2,not very strong democrat
141155,racisam is to exaggerated. onr border.,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,1,"under $9,999",2,high school,5,retired,68,7,strong repbulican
141156,The threat of big buisness entangling with the highest offices of government to enrich themselves. ,,,,Politics/Democracy,High,3,2,woman,1,"white, non-hispanic",2,widowed,4,"$60,000-$99,999",2,high school,5,retired,63,3,independent democrat
141157,border homeland security I feel that is one problem in three words.,,,,Immigration,High,6,1,man,1,"white, non-hispanic",3,divorced,3,"$30,000-$59,999",1,less than high school,5,retired,80,6,not very strong republican
141158,"The huge step we just took towards authoritarianism is a major problem.  We have elected to the presidency an amoral, narcissistic man who only cares about himself, his money, his power, and the billionaires that surround him.  I'm afraid this will concentrate wealth even more at the top, leading to an imbalance that, historically, heavily stokes the fires of revolution.  That is troubling. Also, I am extremely concerned about NATO and American involvement in the same. ",,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",4,bachelor's degree,1,working now,53,2,not very strong democrat
141159,"Ecomony, Borders needs to be shut, ",,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,55,7,strong repbulican
141160,unification of parties. Cost of living. Financial treatment of older persons by the Social Security Dept.,Politics/Democracy,3,multiple problems,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,5,retired,68,7,strong repbulican
141162,50 /50,,,,Unclear,Low,10,1,man,2,"black, non-hispanic",1,married,2,"$10,000-$29,999",3,some college,1,working now,34,2,not very strong democrat
141164,minimum wage and the economy of affordability. ,,,,Economy,High,1,2,woman,3,hispanic,5,never married,3,"$30,000-$59,999",4,bachelor's degree,1,working now,30,1,strong democrat
141165,Border Security,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,5,retired,72,7,strong repbulican
141166,The wars in Ukraine and Gaza .And more needs to be done for our Veterans .And affordable housing needs to be looked at .And they are now making new law and ordinances to criminalize the homeless in the USA and that includes homeless Veterans .The Veterans Administration needs a complete overhaul .Still a lack of laws to hold police accountable for their actions. Qualified immunity should be eliminated .And better lawyers for low income people charged with a crime .,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",5,never married,3,"$30,000-$59,999",2,high school,5,retired,71,2,not very strong democrat
141167,"Big business driving up prices, misappropriation of tax payer funds, we're a divided country",,,,Unclear,Low,10,1,man,3,hispanic,1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,50,3,independent democrat
141168,The fact that Trump is now President,,,,Unclear,Low,10,1,man,3,hispanic,1,married,6,"$250,000 or more",5,graduate degree,1,working now,44,2,not very strong democrat
141169,prefer not to answer,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",5,never married,1,"under $9,999",2,high school,1,working now,27,7,strong repbulican
141170,immigration policy,Immigration,6,,Immigration,High,6,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,5,retired,76,7,strong repbulican
141171,profit driven healthcare,,,,Healthcare,High,2,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,42,3,independent democrat
141172,Economy and immigration,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,2,"$10,000-$29,999",5,graduate degree,5,retired,80,7,strong repbulican
141173,"Border protection, Oil Production, ",,,,Immigration,Medium,6,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,5,retired,77,7,strong repbulican
141175,Economy and healthcare,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",5,never married,4,"$60,000-$99,999",3,some college,1,working now,40,2,not very strong democrat
141176,treasonist  handling of the open border--energy policy-extreme environmental policy--yes we have natural  climate change-cia/fbi corruption--dangerous forien policy--police defunding--  ,,,,Immigration,Medium,6,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",3,some college,5,retired,80,7,strong repbulican
141178,Political tribalism,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,5,retired,70,4,independent
141180,Women's health care,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,1,"under $9,999",5,graduate degree,1,working now,48,3,independent democrat
141183,Trump is the problem,,,,Unclear,Low,10,1,man,4,asian,5,never married,1,"under $9,999",4,bachelor's degree,5,retired,54,7,strong repbulican
141184,open border drugs and gangs,,,,Crime,High,5,1,man,1,"white, non-hispanic",5,never married,4,"$60,000-$99,999",2,high school,1,working now,27,5,independent republican
141186,Climate Change. This a problem that everyone in the US should recognize. We only have one earth!,,,,Environment,High,7,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",5,graduate degree,5,retired,79,1,strong democrat
141190,Donald Trump and all he stands for. I am very concerned for my grandchildren and our country. ,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",4,separated,6,"$250,000 or more",-9,refused,7,homemaker,70,1,strong democrat
141191,SK,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,7,homemaker,58,6,not very strong republican
141192,The dismantling of democracy and it's safeguards.,Politics/Democracy,3,,Politics/Democracy,High,3,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",3,some college,1,working now,45,1,strong democrat
141193,SK,,,,Unclear,Low,10,2,woman,3,hispanic,5,never married,-9,refused,5,graduate degree,1,working now,-2,2,not very strong democrat
141194,"economy, immigration, crime, anti-fossil fuel sentiment",,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",4,bachelor's degree,1,working now,56,5,independent republican
141195,"Trump - While immigration, poverty, climate change and foreign relations are enormous problems , the election of Trump as president and the actions that he will take are now the most pressing and potentially the greatest threat to government and law.",,,,Politics/Democracy,High,3,2,woman,1,"white, non-hispanic",2,widowed,3,"$30,000-$59,999",5,graduate degree,1,working now,71,2,not very strong democrat
141196,Disrespect to the rule of law and the US Constitution,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,6,permanently disabled,57,7,strong repbulican
141197,"racism, extremist views. more divided than ever. my husband and I have a truce that we did not vote this year since we would vote completely opposite. But we are married and have completely opposing views and we are able to discuss because our conversations are based on love!",,,,Social Issues,High,4,2,woman,1,"white, non-hispanic",1,married,6,"$250,000 or more",5,graduate degree,1,working now,38,3,independent democrat
141198,ECONOMY PRICES ARE TOO HIGH ON EVERYTHING,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,1,"under $9,999",2,high school,7,homemaker,75,4,independent
141199,the cost of living and wages ,,,,Economy,High,1,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",3,some college,1,working now,32,5,independent republican
141200,Illegal Immigration,,,,Immigration,High,6,1,man,1,"white, non-hispanic",3,divorced,3,"$30,000-$59,999",4,bachelor's degree,5,retired,70,6,not very strong republican
141203,health care ,,,,Healthcare,High,2,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,1,working now,46,4,independent
141205,Illegal Immigration,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,57,5,independent republican
141206,inflation is killing our economy but the problem is worldwide ,,,,Economy,High,1,1,man,4,asian,1,married,3,"$30,000-$59,999",4,bachelor's degree,1,working now,51,1,strong democrat
141207,Misinformation is causing us to be more divided and live in very separate realities. ,,,,Social Issues,High,4,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,45,1,strong democrat
141208,The lack of cooperation between the two parties,,,,Politics/Democracy,High,3,2,woman,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",4,bachelor's degree,5,retired,80,3,independent democrat
141209,inflation and the cost of all products,,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,2,"$10,000-$29,999",3,some college,5,retired,77,6,not very strong republican
141210,"Privatized healthcare, Minimum Wage, Cost of Living",,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",3,some college,1,working now,35,3,independent democrat
141212,greed causing everything to be unaffordable ,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",4,bachelor's degree,1,working now,46,1,strong democrat
141214,Economics :Prices on food have been climbing so high.Each time I go to market. I eat less meat today because I can't afford them.,,,,Economy,High,1,2,woman,2,"black, non-hispanic",2,widowed,1,"under $9,999",4,bachelor's degree,5,retired,80,1,strong democrat
141215,"Donald Trump , no core values , self centered , ",,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,1,working now,80,1,strong democrat
141216,government takeover by Christian nationalists ,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",5,graduate degree,1,working now,75,1,strong democrat
141217,Attack on human rights. Inflation.,,,,Economy,High,1,1,man,1,"white, non-hispanic",1,married,6,"$250,000 or more",5,graduate degree,1,working now,42,1,strong democrat
141218,Weak leaders with an agenda to censor and control Americans.,,,,Politics/Democracy,High,3,1,man,1,"white, non-hispanic",5,never married,3,"$30,000-$59,999",3,some college,1,working now,37,5,independent republican
141220,threats of wR and the economy ,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",3,divorced,2,"$10,000-$29,999",3,some college,1,working now,66,2,not very strong democrat
141221,security and  stop putting a strane on the school system ,Other,9,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,2,"$10,000-$29,999",2,high school,5,retired,77,6,not very strong republican
141222,"Racism, MAGAs, democracy as a whole. ",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",3,some college,1,working now,32,3,independent democrat
141224,"I feel like hunger is a very big problem. Prices at the grocery store for food costs way to much. With the amount of food stamps a person gets you can't buy much food. If a person is living on a fixed income.You don't get enough money to live on. You have to pay your bills, get your medicine and with what money is left over you buy food.What little money is left over you try to make it last till your next paycheck.",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",3,divorced,1,"under $9,999",2,high school,5,retired,68,1,strong democrat
141225,Economy and border,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,-9,refused,3,some college,1,working now,-2,7,strong repbulican
141226,abortion ban people should choose what to do with their body,,,,Healthcare,High,2,1,man,2,"black, non-hispanic",5,never married,3,"$30,000-$59,999",2,high school,6,permanently disabled,30,1,strong democrat
141228,"Health care, child care, education, violence (like mass shootings)",,,,Healthcare,High,2,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",5,graduate degree,1,working now,65,1,strong democrat
141229,"civil rights, abortion access, healthcare",,,,Healthcare,High,2,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",2,high school,1,working now,54,1,strong democrat
141230,Creeping fascisim.,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",5,graduate degree,1,working now,71,1,strong democrat
141231,"hate and division, economy, boarder control ",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",2,high school,1,working now,39,6,not very strong republican
141233,self sustaining for our needs not relying on other countries ,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,-9,refused,3,some college,5,retired,65,7,strong repbulican
141234,Economic Inequality,,,,Economy,High,1,1,man,1,"white, non-hispanic",3,divorced,6,"$250,000 or more",5,graduate degree,1,working now,36,3,independent democrat
141235,Crime and the economy,,,,Crime,High,5,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",2,high school,5,retired,80,7,strong repbulican
141236,"National Debt, Increase in racism, Increase in violence, Former President Trump becoming President again and what he will try to do to this country.",,,,Unclear,Low,10,1,man,1,"white, non-hispanic",2,widowed,3,"$30,000-$59,999",3,some college,5,retired,69,1,strong democrat
141237,"hate. hate and bigotry and fear. people turn their unjustified fear into anger and hatred. donald trump has corrupted this country's entire political system, forcing everyone further and further to the right. republicans are now racist extremists, democrats are now centrists. donald trump is creating a massive divide in the world, pitting his supporters against everyone else, threatening to begin a fascist regime. he is corrupting the government, the supreme court, the education system, american healthcare, and more. ",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",5,never married,5,"$100,000-$249,999",3,some college,1,working now,23,1,strong democrat
141238,Racial inequality ,,,,Social Issues,High,4,2,woman,2,"black, non-hispanic",5,never married,3,"$30,000-$59,999",3,some college,1,working now,29,2,not very strong democrat
141239,security open borders ,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",2,high school,5,retired,-2,5,independent republican
141240,"Economy, inflation, rising costs",,,,Economy,High,1,2,woman,1,"white, non-hispanic",5,never married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,33,2,not very strong democrat
141241,"getting the federal and state elected officials to work together in solving our countries issues dealing immigration, foreign policy, government overspending, healthcare and security as a whole.",,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",4,bachelor's degree,5,retired,78,5,independent republican
141242,economy -cost of living-gas prices/ food prices ,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",3,divorced,4,"$60,000-$99,999",2,high school,1,working now,61,7,strong repbulican
141244,"economy, foreign wars ",,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",5,graduate degree,1,working now,42,6,not very strong republican
141245,Housing prices and inflation,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",4,bachelor's degree,1,working now,25,6,not very strong republican
141246,"Lack education and intelligence by those who believe everything on the internet, who are coincidentally the people who vote. ",,,,Politics/Democracy,High,3,2,woman,1,"white, non-hispanic",3,divorced,5,"$100,000-$249,999",5,graduate degree,1,working now,50,1,strong democrat
141247,immigration letting to many violent people in,,,,Immigration,High,6,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,1,working now,76,7,strong repbulican
141248,"Illegal immigration, Economy",,,,Immigration,High,6,2,woman,1,"white, non-hispanic",3,divorced,4,"$60,000-$99,999",3,some college,1,working now,66,5,independent republican
141249,"women's rights, basic civic education, public education, political funding, misinformation",Social Issues,4,multiple problems,Politics/Democracy,High,3,1,man,1,"white, non-hispanic",1,married,6,"$250,000 or more",5,graduate degree,1,working now,44,1,strong democrat
141250,Women's right to chose. Clear separation of church and state. ,,,,Healthcare,High,2,1,man,1,"white, non-hispanic",3,divorced,5,"$100,000-$249,999",5,graduate degree,1,working now,47,3,independent democrat
141251,"dictatorship,abortion, economy ",,,,Politics/Democracy,High,3,2,woman,1,"white, non-hispanic",3,divorced,5,"$100,000-$249,999",1,less than high school,5,retired,63,1,strong democrat
141252,Where do I start. The president is creating turmoil and divide within the US and the world... it's scary.,,,,Politics/Democracy,High,3,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",5,graduate degree,1,working now,31,3,independent democrat
141253,"Housing costs, childcare, healthcare costs",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",4,bachelor's degree,1,working now,40,2,not very strong democrat
141255,immigration and border control ,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",5,never married,5,"$100,000-$249,999",2,high school,1,working now,26,7,strong repbulican
141256,"economy, prices of food, gas, and prescriptions.",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",2,widowed,5,"$100,000-$249,999",3,some college,1,working now,70,7,strong repbulican
141257,wealth inequality ,,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",5,graduate degree,1,working now,48,1,strong democrat
141258,Donald Trump and his policies and appointments to Major positions. ,,,,Politics/Democracy,High,3,2,woman,1,"white, non-hispanic",2,widowed,3,"$30,000-$59,999",2,high school,5,retired,76,1,strong democrat
141260,rising inflation ,Economy,1,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,6,"$250,000 or more",5,graduate degree,5,retired,75,7,strong repbulican
141261,Economy and devaluation of the dollar,,,,Unclear,Low,10,2,woman,3,hispanic,1,married,2,"$10,000-$29,999",5,graduate degree,5,retired,61,4,independent
141262,radicaluzation of the right,,,,Social Issues,High,4,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",5,graduate degree,1,working now,46,3,independent democrat
141263,Economy - we are paying too much for general living expenses ,,,,Economy,High,1,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,53,7,strong repbulican
141264,The lack of actual education. The bias propaganda they push is not education.,,,,Other,High,9,1,man,1,"white, non-hispanic",2,widowed,1,"under $9,999",3,some college,5,retired,63,3,independent democrat
141265,Climate change denial,,,,Environment,High,7,1,man,1,"white, non-hispanic",5,never married,3,"$30,000-$59,999",4,bachelor's degree,1,working now,71,1,strong democrat
141266,The biggest problem is dysfunctional government.,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,6,"$250,000 or more",5,graduate degree,5,retired,80,2,not very strong democrat
141267,Extreme inequality,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,6,"$250,000 or more",5,graduate degree,1,working now,40,3,independent democrat
141268,Democracy. Following the due process established by the U.S. Constitution and the established three branches of government.,,,,Politics/Democracy,High,3,2,woman,3,hispanic,3,divorced,5,"$100,000-$249,999",4,bachelor's degree,1,working now,65,1,strong democrat
141269,the border and criminals coming into this country;  Black Lives Matter making  prejudices much worse; companies moving over seas and taking jobs away from people in our country,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",3,divorced,3,"$30,000-$59,999",3,some college,1,working now,70,7,strong repbulican
141270,"economic growth, illegal immigration, high unemployment ",,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,6,"$250,000 or more",5,graduate degree,1,working now,48,7,strong repbulican
141271,"Economy, dependent on other countries ",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",2,widowed,3,"$30,000-$59,999",3,some college,5,retired,68,7,strong repbulican
141272,immigrants are taking over ,,,,Immigration,High,6,4,something else,4,asian,5,never married,1,"under $9,999",3,some college,1,working now,41,4,independent
141274,Lack of bipartisanship,,,,Politics/Democracy,High,3,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",3,some college,1,working now,-2,3,independent democrat
141275,"No integrity of one's word, greed, corruption,crime, ",,,,Unclear,Low,10,4,something else,2,"black, non-hispanic",5,never married,2,"$10,000-$29,999",3,some college,1,working now,41,3,independent democrat
141277,"abortion, the 1% club squeezing the life out of the working class, womens' rights, racial injustice, climate change, TV host"" government officials, transgender and what rights they should have, how expensive everything will get due to tariffs""",,,,Economy,Medium,1,1,man,3,hispanic,1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,32,6,not very strong republican
141278,"Inflation, immigration, foreign wars",,,,Economy,High,1,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,40,7,strong repbulican
141281,more politicians unrest and the ability of each party to come to middle of the road agreements,,,,Politics/Democracy,High,3,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,1,working now,77,1,strong democrat
141282,"finances. gas prices, abortion",,,,Economy,High,1,2,woman,1,"white, non-hispanic",3,divorced,1,"under $9,999",3,some college,1,working now,49,7,strong repbulican
141284,"foreign policy: ukraine/russia, israel, china encroachment",,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,5,retired,48,5,independent republican
141285,lack of keadersbo,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,6,"$250,000 or more",4,bachelor's degree,1,working now,42,6,not very strong republican
141286,women's rights to reproductive care and decisions about their bodies and  k-12 education ,,,,Healthcare,High,2,2,woman,1,"white, non-hispanic",1,married,6,"$250,000 or more",3,some college,1,working now,55,1,strong democrat
141287,"Economy, affordable living ",,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",4,bachelor's degree,7,homemaker,34,5,independent republican
141288,Immigration and the poor handling of those people once they are here..  Too many allowed with no plan for them. Very serious humanistic problem to solve.,Immigration,6,,Unclear,Low,10,2,woman,1,"white, non-hispanic",2,widowed,4,"$60,000-$99,999",5,graduate degree,5,retired,80,6,not very strong republican
141290,U s debt how are we gonna get out of it,,,,Unclear,Low,10,1,man,2,"black, non-hispanic",1,married,1,"under $9,999",1,less than high school,5,retired,76,1,strong democrat
141292,"economy, government spending, and Trump being president ",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",3,divorced,-9,refused,1,less than high school,6,permanently disabled,65,2,not very strong democrat
141293,"electing irrational, incompetent people to lead this country. ",,,,Unclear,Low,10,1,man,1,"white, non-hispanic",3,divorced,3,"$30,000-$59,999",2,high school,1,working now,61,3,independent democrat
141294,Inflation is causing bug companies to cut employment and leave the 3rd class further away from getting housing and food that is affordable. ,,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,1,"under $9,999",3,some college,7,homemaker,41,4,independent
141295,The rise of fascism. ,,,,Politics/Democracy,High,3,1,man,1,"white, non-hispanic",5,never married,4,"$60,000-$99,999",4,bachelor's degree,1,working now,43,1,strong democrat
141296,technology taking over,,,,Other,Medium,9,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",3,some college,7,homemaker,37,6,not very strong republican
141298,Trump will cause economic stress,,,,Economy,Medium,1,2,woman,1,"white, non-hispanic",3,divorced,3,"$30,000-$59,999",5,graduate degree,5,retired,76,1,strong democrat
141300,Trump and MAGA dismantling Democracy. The rise of fascism.,,,,Politics/Democracy,High,3,2,woman,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",3,some college,5,retired,64,1,strong democrat
141301,"Economics, illegal border crossings.",,,,Economy,High,1,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",3,some college,5,retired,77,5,independent republican
141302,"News media swayed to a political party or group.  Published or stated info that is broadcast needs to be fact-checked OR open to chargeable offense when untrue, and damaging untruth.This needs to be stopped.  Many Americans do not check themselves on what they hear.  Abortion to birth, as the Harris/Walz party stated in their campaign.  Gross.  If a women becomes 'emotional' in the last months of her pregnancy, she should kill the growing baby?  Unthinkable.   Elected officials and their families profiting from liaisons with others and other countries.  Example:  Biden and his family with China, Biden and Hunter with Russia, Pelosi.  Elected senators and Reps should be charged/jailed/fined for personally profiting $$.  This is not the reason we pay taxes.  I'm out of time. ",,,,Politics/Democracy,High,3,2,woman,1,"white, non-hispanic",-2,missing,4,"$60,000-$99,999",5,graduate degree,1,working now,-2,7,strong repbulican
141303,"Nobody can tell a joke anymore without going to prison, getting sued, losing their job..etc.  You tell me what's wrong with this country.  ",,,,Social Issues,High,4,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,1,working now,41,7,strong repbulican
141305,"healthcare, tax breaks for the middle class, the environment",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,5,retired,62,1,strong democrat
141306,animosity among people,,,,Social Issues,High,4,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",5,graduate degree,1,working now,63,1,strong democrat
141307,"illegal migrations, crime and vandalism, increased prices, defunding police",,,,Unclear,Low,10,1,man,4,asian,1,married,4,"$60,000-$99,999",4,bachelor's degree,5,retired,75,7,strong repbulican
141308,economy food school loans gas ,,,,Unclear,Low,10,2,woman,3,hispanic,2,widowed,1,"under $9,999",1,less than high school,7,homemaker,80,5,independent republican
141309,"high grocery prices, high prices, homelessness ",,,,Economy,High,1,2,woman,2,"black, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,40,6,not very strong republican
141311,"The political divide in the country and the elected officials, and also the division and fear it has put between friends, family, neighbors, etc. ",,,,Politics/Democracy,High,3,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,5,retired,68,1,strong democrat
141312,Dishonest Supreme Court members!,,,,Politics/Democracy,High,3,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,73,1,strong democrat
141313,Government spending,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,42,6,not very strong republican
141314,inflation  the cost of just about everything  job availability  ,,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,1,"under $9,999",3,some college,1,working now,73,5,independent republican
141316,"Racism, Homophobia, lack of proper health care, lack of maternity leave, inflation, Human rights, abortion rights, sexism, toxic misogyny. ",,,,Social Issues,High,4,2,woman,3,hispanic,5,never married,3,"$30,000-$59,999",3,some college,1,working now,34,3,independent democrat
141317,That big business have taken over the government. The large gap between the working class and the wealthiest in the nation. The cost of living. Pay inequality. Abortion ban. Lax gun laws. That those in charge aren't taking climate change seriously. ,,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,34,2,not very strong democrat
141322,"Economy, immigration, crime, moral decay ",,,,Economy,High,1,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",2,high school,1,working now,59,7,strong repbulican
141323,gun violence.  we need some gun ownership reform. ,,,,Crime,High,5,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,45,1,strong democrat
141324,"The overwhelming divisions caused by MAGA/Trump, it's hate filled messages. ",,,,Social Issues,High,4,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",5,graduate degree,1,working now,68,1,strong democrat
141325,"economics and kitchen table issues like health care,and etc...",,,,Unclear,Low,10,1,man,2,"black, non-hispanic",1,married,-9,refused,1,less than high school,6,permanently disabled,70,1,strong democrat
141326,our economy and the price of goods,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",1,less than high school,5,retired,68,6,not very strong republican
141327,transgender rights (equality),,,,Social Issues,High,4,2,woman,1,"white, non-hispanic",2,widowed,4,"$60,000-$99,999",3,some college,6,permanently disabled,57,2,not very strong democrat
