respondent_id,response_text,llm_code_label,confidence,raw_model_output
141267,Extreme inequality,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""Extreme inequality relates to economic inequality, which falls under the Economy category.""
}
```"
141268,Democracy. Following the due process established by the U.S. Constitution and the established three branches of government.,Politics/Democracy,High,"The response explicitly mentions democracy and government processes, fitting the Politics/Democracy category."
141269,the border and criminals coming into this country;  Black Lives Matter making  prejudices much worse; companies moving over seas and taking jobs away from people in our country,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'the border and criminals coming into this country' first, which relates to immigration; although crime and economy are also mentioned, immigration is the first and most emphasized issue.""
}
```"
141270,"economic growth, illegal immigration, high unemployment ",Economy,High,"Multiple issues mentioned; economy-related issues (economic growth, high unemployment) are emphasized first, so Economy is chosen."
141271,"Economy, dependent on other countries ",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'Economy' as the main issue, with a note on dependence on other countries, which relates to economic concerns.""
}
```"
141272,immigrants are taking over ,Immigration,High,"The response explicitly mentions immigrants, which relates directly to immigration issues."
141274,Lack of bipartisanship,Politics/Democracy,High,"The response criticizes political division and lack of cooperation between parties, which relates to political institutions and governance."
141275,"No integrity of one's word, greed, corruption,crime, ",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions corruption and lack of integrity, which relate to government and institutions, fitting Politics/Democracy. Although crime is mentioned, corruption and integrity are emphasized first.""
}
```"
141277,"abortion, the 1% club squeezing the life out of the working class, womens' rights, racial injustice, climate change, TV host"" government officials, transgender and what rights they should have, how expensive everything will get due to tariffs""",Economy,Medium,Multiple issues mentioned; economy-related concerns about 'how expensive everything will get due to tariffs' and '1% club squeezing the working class' are emphasized alongside social and healthcare issues. Economy is coded as it is the last and broad economic concern mentioned.
141278,"Inflation, immigration, foreign wars",Economy,High,"Multiple issues mentioned; inflation (an economic issue) is listed first, so Economy is chosen."
141281,more politicians unrest and the ability of each party to come to middle of the road agreements,Politics/Democracy,High,"The response criticizes politicians and their inability to reach agreements, which relates to political institutions and governance."
141282,"finances. gas prices, abortion",Economy,High,"The response mentions 'finances' and 'gas prices' first, which relate to economic issues; abortion is mentioned last but economy is emphasized first."
141284,"foreign policy: ukraine/russia, israel, china encroachment",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Foreign Policy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions international conflicts and relations (Ukraine/Russia, Israel, China), which fall under Foreign Policy.""
}
```"
141285,lack of keadersbo,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Unclear"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response is unclear and appears to be a misspelling or incomplete phrase, making it uninterpretable.""
}
```"
141286,women's rights to reproductive care and decisions about their bodies and  k-12 education ,Healthcare,High,"The response emphasizes women's rights to reproductive care, which falls under Healthcare; education is mentioned second and less emphasized."
141287,"Economy, affordable living ",Economy,High,"The response mentions 'Economy' and 'affordable living,' which relates to cost of living, a key economic issue."
141288,Immigration and the poor handling of those people once they are here..  Too many allowed with no plan for them. Very serious humanistic problem to solve.,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions immigration issues and concerns about handling migrants, so Immigration is the most emphasized category.""
}
```"
141290,U s debt how are we gonna get out of it,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'U s debt,' which relates to national economic issues such as debt and financial management.""
}
```"
141292,"economy, government spending, and Trump being president ",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'economy' and 'government spending' with economy-related terms first; 'Trump being president' is a political reference but economy is emphasized first.""
}
```"
141293,"electing irrational, incompetent people to lead this country. ",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response criticizes government leaders and their competence without mentioning a specific policy area, fitting the Politics/Democracy category.""
}
```"
141294,Inflation is causing bug companies to cut employment and leave the 3rd class further away from getting housing and food that is affordable. ,Economy,High,"The response focuses on inflation, employment, and affordability of housing and food, all of which are economic issues."
141295,The rise of fascism. ,Politics/Democracy,High,"The response references 'fascism,' which relates to political ideology and threats to democratic institutions, fitting Politics/Democracy."
141296,technology taking over,Other,Medium,"The response mentions 'technology taking over,' which does not clearly fit into any specified category such as Economy, Politics, or Social Issues, so it is coded as Other."
141298,Trump will cause economic stress,Economy,Medium,"The response mentions 'economic stress,' indicating an economic issue, despite referencing Trump; the focus is on economic impact."
141300,Trump and MAGA dismantling Democracy. The rise of fascism.,Politics/Democracy,High,"The response criticizes political actors and the state of democracy, mentioning dismantling democracy and rise of fascism, which fits Politics/Democracy."
141301,"Economics, illegal border crossings.",Economy,High,"The response mentions 'Economics' first and 'illegal border crossings' second; per rules, code the first emphasized issue, which is economic."
141302,"News media swayed to a political party or group.  Published or stated info that is broadcast needs to be fact-checked OR open to chargeable offense when untrue, and damaging untruth.This needs to be stopped.  Many Americans do not check themselves on what they hear.  Abortion to birth, as the Harris/Walz party stated in their campaign.  Gross.  If a women becomes 'emotional' in the last months of her pregnancy, she should kill the growing baby?  Unthinkable.   Elected officials and their families profiting from liaisons with others and other countries.  Example:  Biden and his family with China, Biden and Hunter with Russia, Pelosi.  Elected senators and Reps should be charged/jailed/fined for personally profiting $$.  This is not the reason we pay taxes.  I'm out of time. ",Politics/Democracy,High,"The response criticizes elected officials, government corruption, and political parties without focusing on a specific policy area, fitting the Politics/Democracy category despite mentioning abortion briefly."
141303,"Nobody can tell a joke anymore without going to prison, getting sued, losing their job..etc.  You tell me what's wrong with this country.  ",Social Issues,High,"The response highlights social restrictions and cultural conflict around free speech, indicating social division and lack of social cohesion without referencing political institutions."
141305,"healthcare, tax breaks for the middle class, the environment",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Healthcare"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""Multiple issues mentioned; healthcare is listed first and thus most emphasized according to the rules.""
}
```"
141306,animosity among people,Social Issues,High,"The response refers to animosity among people, which relates to social division and lack of social cohesion, fitting the Social Issues category."
141307,"illegal migrations, crime and vandalism, increased prices, defunding police",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Crime"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'illegal migrations' (Immigration), 'crime and vandalism' (Crime), 'increased prices' (Economy), and 'defunding police' (Crime). Crime is emphasized twice and appears first among the issues related to public safety, so Crime is chosen.""
}
```"
141308,economy food school loans gas ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions economy-related issues such as food, school loans, and gas, which relate to cost of living and economic burdens.""
}
```"
141309,"high grocery prices, high prices, homelessness ",Economy,High,"The response emphasizes high grocery prices and high prices generally, which relate to inflation and cost of living, both economic issues. Homelessness is mentioned but secondary."
141311,"The political divide in the country and the elected officials, and also the division and fear it has put between friends, family, neighbors, etc. ",Politics/Democracy,High,"The response mentions political divide and elected officials, which relates to political institutions and leaders, fitting the Politics/Democracy category."
141312,Dishonest Supreme Court members!,Politics/Democracy,High,"The response criticizes members of a key government institution (Supreme Court), indicating a problem with political institutions or leaders, fitting Politics/Democracy."
141313,Government spending,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""Government spending is primarily an economic issue related to budget allocation and fiscal policy.""
}
```"
141314,inflation  the cost of just about everything  job availability  ,Economy,High,"The response mentions inflation, cost of living, and job availability, all of which fall under economic issues."
141316,"Racism, Homophobia, lack of proper health care, lack of maternity leave, inflation, Human rights, abortion rights, sexism, toxic misogyny. ",Social Issues,High,"The response emphasizes social problems such as racism, homophobia, sexism, misogyny, and human rights, which fall under Social Issues. Although healthcare and economy are mentioned, social issues are more numerous and emphasized first."
141317,That big business have taken over the government. The large gap between the working class and the wealthiest in the nation. The cost of living. Pay inequality. Abortion ban. Lax gun laws. That those in charge aren't taking climate change seriously. ,Economy,High,"Multiple issues are mentioned, but the first emphasized issue is economic inequality and cost of living, which falls under Economy."
141322,"Economy, immigration, crime, moral decay ",Economy,High,Multiple issues mentioned; economy is listed first and thus coded as the most emphasized issue.
141323,gun violence.  we need some gun ownership reform. ,Crime,High,"The response focuses on gun violence and gun ownership reform, which relates to public safety and violence, fitting the Crime category."
141324,"The overwhelming divisions caused by MAGA/Trump, it's hate filled messages. ",Social Issues,High,"The response highlights social division and hate-filled messages, which aligns with social issues rather than political institutions."
141325,"economics and kitchen table issues like health care,and etc...",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The response mentions 'economics' and 'kitchen table issues' first, indicating economic concerns are emphasized before healthcare.""
}
```"
141326,our economy and the price of goods,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'economy' and 'price of goods,' which are economic issues.""
}
```"
141327,transgender rights (equality),Social Issues,High,"The response focuses on transgender rights and equality, which are social issues related to cultural and identity-based concerns."
141328,"INFLATION,   IMMIGRATION, CLOSE THE BORDERS, RECYCLING, HEALTHCARE, (ESP CURE FOR DIABETES) BALANCE THE NATIONAL BUDGET, STOP WASTED SPENDING, DO NOT CANCEL STUDENT LOANS",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""Multiple issues mentioned, but inflation and national budget (economic issues) are emphasized first; per rules, code the first most emphasized issue which is Economy.""
}
```"
141329,Women's rights to choose,Healthcare,High,"The response refers to 'women's rights to choose,' which relates to abortion and reproductive health, falling under Healthcare."
141330,The most important problem we face is the fact that we have left the Christian faith as a nation.,Social Issues,High,"The response highlights a cultural/religious issue related to social cohesion and identity, fitting the Social Issues category."
141332,I don't know there are lots of problems ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Unclear"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response is vague and does not specify any particular problem, matching the criteria for Unclear.""
}
```"
141333,"A convicted felon being president, being let off the hook for all his crimes and stacking his new cabinet with sexual predators and child abusers while planning to dismantle every single organization that helps America maintain law and order while increasing prices dramatically.",Politics/Democracy,High,"The response criticizes government leadership, corruption, and institutional dismantling without focusing on a specific policy area, fitting the Politics/Democracy category."
141334,"We have elected a convicted felon, sexual assaulter, and fraudster, as President simply because he is a white man.  As a result I now feel our biggest problem in America is racism. ",Social Issues,High,"The response emphasizes racism as the biggest problem, which relates to social division and racial tension, fitting the Social Issues category."
141335,"Economy, illegal immigration and border security",Economy,High,"Multiple issues mentioned, economy is listed first and thus most emphasized according to instructions."
141338,TRUMP AND HIS FOLLOWERS . We are in a world of hurt. ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response criticizes a political figure and their supporters, indicating political division and issues related to leadership, fitting the Politics/Democracy category.""
}
```"
141339,bad economy in the US. foreign trade and too much help for immigrants ,Economy,High,"The response emphasizes 'bad economy' first, which is the most emphasized issue; foreign trade and immigration are mentioned secondarily."
141340,"insurance industry (medical, home, flood, auto), ",Other,High,"The response mentions various types of insurance including medical, home, flood, and auto, which do not fit solely under Healthcare or Economy; thus, coded as Other."
141341,Education of our children. It is a shame on our country that our children are ranked 25th in education.  Our lack of attention to the importance of STEM is a weakness in our ability to compete in the global market.  It points to us having our priorities being screwed up.,Other,High,"The response focuses on education, which is not explicitly listed in the provided categories, so it is coded as Other."
141342,economy..,Economy,High,"The response explicitly mentions 'economy,' indicating the economic issues category."
141343,"hatred--of each other, of others, how unable people are to work together or help each other",Social Issues,High,"The response highlights social division and inability to cooperate, which fits the definition of Social Issues."
141344,too many illegal immigrants coming into usa,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'illegal immigrants,' which directly relates to immigration issues.""
}
```"
141348,"Tribalism between parties, not being able to get anything done because of this",Politics/Democracy,High,"The response criticizes political parties and inability to govern, indicating issues with political institutions and polarization, fitting Politics/Democracy."
141349,Lack of family values.,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response refers to 'family values,' which relates to social and cultural concerns rather than political institutions or specific policy areas.""
}
```"
141350,illegal immigration  ,Immigration,High,"The response explicitly mentions 'illegal immigration,' which falls under the Immigration category."
141352,abortion rights voting rights Donald Trump re election people he has hired to run our country,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions voting rights, a former president, re-election, and people hired to run the country, all indicating criticism of political leadership and democratic processes.""
}
```"
141353,"The economy, the cost of living is going up while my income is the same.",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions the economy and cost of living, which are economic issues.""
}
```"
141354,economy seems to be hurting - inflation is very high. it seems we still have a lot of people who do not want to work or can't find jobs since Covid. ,Economy,High,"The response explicitly mentions inflation, jobs, and economic hardship, which are all economic issues."
141355,The cost of living is the most important problem facing this country.,Economy,High,"The response mentions 'cost of living,' which directly relates to economic issues such as prices and inflation."
141356,"Affordable housing, Job stability , food prices",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions job stability and food prices, which are economic issues, along with affordable housing which relates to economic conditions; economy is the most emphasized category.""
}
```"
141357,"homeless, not taking care of the people here before a foreign country ",Social Issues,High,"The response highlights homelessness and neglect of people, which are social issues related to social welfare and cohesion, before mentioning foreign countries."
141358,SK,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Unclear"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response 'SK' is vague and uninterpretable, providing no clear indication of any specific issue.""
}
```"
141359,"inflation, groceries are stupid expensive ",Economy,High,"The response mentions inflation and high grocery prices, which are economic issues related to cost of living."
141360,"Open Borders, Too much Government Control",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The phrase 'Open Borders' directly relates to immigration policy, which is the first and most emphasized issue mentioned.""
}
```"
141361,"economy, immigration, radicals",Economy,Medium,Multiple issues mentioned; economy is listed first and thus coded as the most emphasized issue.
141362,Economy. highprices for everything,Economy,High,"The response explicitly mentions 'Economy' and 'high prices,' which relates to inflation and cost of living, fitting the Economy category."
141363,Inflation. prices are too high,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions inflation and high prices, which are economic issues.""
}
```"
141366,"illegal immigration , financial problems ",Immigration,High,"The response mentions 'illegal immigration' first, followed by 'financial problems'; per rules, code the first emphasized issue, which is immigration."
141367,"economy , female rights and abortion rights, immigration ",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""Multiple issues mentioned, but Economy is listed first and thus most emphasized according to the rules.""
}
```"
141368,the MAGA brainwashing movement ,Social Issues,High,"The response references a social/political movement associated with cultural conflict and social division, fitting the Social Issues category rather than a direct political institution critique."
141369,"Immigration, high costs, and trans ideology being pushed on children",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions multiple issues, but 'Immigration' is listed first and thus considered the most emphasized according to the rules.""
}
```"
141370,Illegals immigrants allowed to move about freely throughout our states due to Biden's boarder policies,Immigration,High,"The response explicitly mentions 'illegals immigrants' and 'Biden's border policies,' clearly focusing on immigration issues."
141371,"inflation, prices, ",Economy,High,"The response mentions inflation and prices, which are economic issues related to cost of living."
141373,a divided political system that has no interest in compromise to create solutions for the country in general and are not in touch with what the overall concerns of the country are. they are to busy competing with each other for there own political gain.  They use out right lies as strategy to skew people's views and perceptions.,Politics/Democracy,High,"The response criticizes the political system, leaders competing for political gain, and use of lies to manipulate public perception, fitting the Politics/Democracy category per rule 3."
141374,democratic institutions on the brink of collapse; rampant disinformation; lack of critical thinking and logic; rejection of expertise by half the US population; rampant racism and sexism intentionally stoked by politicians; Christian nationalism; climate change denial; degradation of women's rights; failing public education systems that are being taken over by conservative ideologues,Politics/Democracy,High,"The response emphasizes issues related to democratic institutions, disinformation, political manipulation, and ideological control, which align with Politics/Democracy as per the guidelines."
141375,"Inflation, illegal immigration, too soft on crime, taxes too high, federal deficit",Economy,High,"Multiple issues mentioned, but inflation and taxes are economic issues and appear first, so Economy is chosen."
141376,Income Inequality,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""Income inequality is an economic issue related to the distribution of wealth and resources.""
}
```"
141377,Rise in Authoritarian tendancies in our country.,Politics/Democracy,High,"The response criticizes government tendencies related to authoritarianism, which falls under political institutions and governance issues."
141378,Immigration. Illegals coming in without being vetted. Cartels coming in and bringing drugs and sex trafficking. ,Immigration,High,"The response explicitly mentions immigration issues such as illegal immigration and cartels, which fits the Immigration category."
141379,everything is wrong with the country,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Unclear"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response is vague and does not specify any particular issue, making it uninterpretable.""
}
```"
141380,"climate change that, if it goes unchecked, will lead to the mass extinction of life on earth as we know it.",Environment,High,"The response explicitly mentions climate change and its environmental impact, fitting the Environment category."
141381,high prices of groceries..homes..gas..and lack of good paying jobs ,Economy,High,"Mentions high prices and lack of good paying jobs, which are economic issues."
141382,I don't know there's no problem ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Unclear"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response is vague and states 'I don't know,' indicating no clear problem is identified.""
}
```"
141384,"trumpâ€”with Ukraine battle, deportation plan, abortions, climate!, appointments. just trump!",Politics/Democracy,High,"The response criticizes a political figure and references multiple political issues, focusing on government and leadership, fitting Politics/Democracy."
141385,"Affordable tuition, Affordable Housing ,equality, ",Economy,Medium,Affordable tuition and affordable housing relate to economic issues such as cost of living; equality is mentioned but less emphasized.
141386,Economy and border control,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""Both economy and immigration are mentioned, but economy is listed first and thus considered the most emphasized issue.""
}
```"
141387,I believea computer/satellite mogul influence ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Other"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The response mentions influence by a computer/satellite mogul, which does not clearly fit into any specified category such as Politics/Democracy or Foreign Policy, so it is coded as Other.""
}
```"
141388,Lack of honesty and civility in public discourse,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response highlights lack of honesty and civility, which relates to social division and cohesion rather than political institutions specifically.""
}
```"
141389,border and the criminals coming over,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'border' and 'criminals coming over,' which relates to immigration and border security issues.""
}
```"
141391,The Moral division in our country as targeted primarily through the media.,Social Issues,High,"The response highlights moral division and media targeting, indicating social division and cultural conflict without reference to political institutions."
141392,"economy,military,growth of living expences",Economy,High,"The response mentions 'economy' and 'growth of living expenses,' which relates to cost of living, an economic issue. 'Military' is mentioned but less emphasized and not clearly linked to foreign policy here."
141393,forest Fire in LA,Environment,High,"The response mentions a forest fire, which relates to environmental issues such as natural disasters and environmental protection."
141395,economic inequality,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'economic inequality,' which falls under economic issues.""
}
```"
141396,The national debt,Economy,High,The national debt is an economic issue related to government finances and economic stability.
141397,The condition of our Democracy,Politics/Democracy,High,"The response explicitly mentions 'Democracy,' indicating concerns about political institutions or governance."
141398,Cost of living - I am severely concerned about my ability to afford a home let alone a family in the next 20 or so years.  ,Economy,High,"The response focuses on cost of living and affordability, which are economic issues."
141399,"racism , white people are very self entitled and consider everyone else less than.",Social Issues,High,"The response highlights racism and social division, which fits the Social Issues category as it references social conflict without mentioning political institutions."
141400,corrupt government ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response criticizes government corruption, which falls under Politics/Democracy according to the decision rules.""
}
```"
141401,illegal immigration ,Immigration,High,"The response explicitly mentions 'illegal immigration,' which falls under the Immigration category."
141402,women's rights and lack of taxation for the rich. ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'lack of taxation for the rich,' which relates to economic inequality and tax policy, so Economy is the most relevant category. 'Women's rights' is a social issue but is secondary here.""
}
```"
141403,"Inflation, gun violence, immigration issues ",Economy,High,"Multiple issues mentioned; inflation (an economic issue) is listed first, so Economy is chosen per the rules."
141404,"illegal immigration, inflation, healthcare ",Immigration,High,"Multiple issues mentioned; per rules, code the first emphasized issue, which is 'illegal immigration' under Immigration."
141405,"wokefullness, financial crisis,  problems with Russia,  China and Middle East ",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The response mentions 'financial crisis' which relates to economic issues; other topics like Russia, China, and Middle East relate to foreign policy but economy is mentioned first and emphasized.""
}
```"
141406,border security,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response 'border security' directly relates to borders and immigration control, fitting the Immigration category.""
}
```"
141407,"Open Border, Inflation and the economy",Economy,High,"Multiple issues mentioned, but 'Inflation and the economy' is emphasized first and is a clear economic issue; 'Open Border' relates to immigration but is secondary."
141408,SK,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Unclear"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response 'SK' is vague and uninterpretable, providing no clear indication of any specific issue.""
}
```"
141409,"Economy, healthcare, immigration ",Economy,High,Multiple issues mentioned; Economy is listed first and thus coded per instructions.
141410,"Illegals being invited into our country to take over our country & sink us financially into a debt we cannot get out of along with the further curse of crime, drugs, murder, sex trafficking & child trafficking are on steroids thanks to Obama/Biden/Walz/Kamala's open borders which are NO borders!",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response emphasizes illegal immigration and open borders as the main problem, mentioning financial impact and crime as secondary issues. Immigration is the primary focus.""
}
```"
141411,"Border security, inflation",Immigration,High,"Both immigration (border security) and economy (inflation) are mentioned, but immigration is mentioned first and thus prioritized."
141413,hate and discord,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'hate and discord,' which relates to social division and lack of social cohesion, fitting the Social Issues category.""
}
```"
141414,"economy, immigration",Economy,High,"Both economy and immigration are mentioned, but economy is listed first and thus given priority according to the rules."
141416,"CAPITALISM.  POVERTY , HOMELESSNESS",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions capitalism, poverty, and homelessness, which are primarily economic issues related to economic systems and economic hardship.""
}
```"
141417,Securing the borders,Immigration,High,"The response 'Securing the borders' directly relates to border control, which falls under Immigration."
141418,women's health and covid,Healthcare,High,"The response mentions 'women's health' and 'covid,' both clearly related to healthcare issues."
141419,illegal immigration ,Immigration,High,"The response explicitly mentions 'illegal immigration,' which falls under the Immigration category."
141420,"Immigration, marijuana, womens reproductive rights, inflation, drug companies",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""Multiple issues mentioned; immigration is listed first and thus coded as the most emphasized issue.""
}
```"
141421,"Increase cost of living, slow wage growth and continues rise of unemployment.",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions cost of living, wage growth, and unemployment, all of which are economic issues.""
}
```"
141425,"food prices, homeless issues, overall consumer prices, the rich not being taxed their fair share",Economy,High,"The response emphasizes food prices, consumer prices, and taxation, all of which relate to economic issues; homeless issues are secondary and less emphasized."
141426,"lack of respect for neighbors, to many people buying politicians to sway a movement, debt ",Politics/Democracy,High,"The response criticizes politicians being influenced by money, which relates to government and corruption issues, fitting Politics/Democracy. Although 'debt' is mentioned, the emphasis is on political influence."
141427,income inequality,Economy,High,Income inequality is an economic issue related to disparities in earnings and wealth distribution.
141428,political polarization and Trump as president,Politics/Democracy,High,"The response mentions political polarization and a political figure, indicating issues related to government and political institutions, fitting the Politics/Democracy category."
141429,affordable housing for middle class people,Other,High,"Affordable housing is not explicitly covered by the defined categories; it does not directly fit economy, social issues, or other specified categories, so it is coded as Other."
141430,TOO MUCH INTERFERENCE FROM RADICAL GROUPS CERTAIN GOVT ENTITIES TOO MUCH DIVISION,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response highlights division and interference from radical groups, indicating social division and conflict without explicit reference to political institutions.""
}
```"
141431,"Education, or lack there of is the biggest issue. I believe that we must have standardized test to allow for voting rights. I'm a conservative and find MAGA to be autocratic. ",Politics/Democracy,High,"The response criticizes political ideology (MAGA) as autocratic and links voting rights to standardized tests, indicating concerns about political institutions and democracy."
141432,Economy   Immigration   Lack for Religion,Economy,High,"Multiple issues mentioned, but Economy is listed first and is a clear category; Immigration is second, and 'Lack for Religion' does not fit any category, so Economy is chosen per rule 2."
141433, mass shootings,Crime,High,"Mass shootings are a form of violence and public safety issue, which falls under Crime."
141434,the division of the nation seems our biggest problem.,Social Issues,High,"The response mentions 'division of the nation,' indicating social division and lack of social cohesion, which fits Social Issues."
141435,Political corruption by big business.  Energy.  government over-regulation.,Politics/Democracy,High,"The response criticizes political corruption and government over-regulation, which relates to government and institutions, fitting Politics/Democracy. 'Energy' is mentioned but less emphasized and vague."
141436,economy and immigration ,Economy,High,"Both economy and immigration are mentioned, but economy is listed first and thus given priority according to the rules."
